Item No.,Rapid code,Default Bin Location
91072,R1071-A-WH-12W-XW-60,B.03.L2
91108,R360-FLATJET-BK,MA-G-16-L3-P1
91153,R360-FLATJET-WH-56,MA-G-16-L3-P1
91159,DEK-RONDOII52-WH,MA-G-15-L1
91172,DEK-RONDOII52-L-WH,MA-G-15-L2
91194,RSDUALP,MA-H-04-L2
91204,DEK-RONDOII58-BK,MA-G-13-L2
91207,SAMPLE-BOX,MA-D-11-L1
91208,DEK-EVOII50-BK-DC,MA-G-14-L2
91264,R1074-WH-12W-WW-60,B.07.L2
91410,DEK-EVOII50-L-WH-DC,MA-G-14-L2
91475,Bronco-6-10w-DIM,A.05.L5.P2
91484,R1077-WH-12W-WW-60-V1,B.07.L2
91490,MFAG26VA-N,MA-C-12-L1-P1
91493,SYLMEDM,MA-H-11-L2
91508,R1091-8-WH-SIL-TRI,B.12.L2
91555,MFAG26VA-W,MA-C-12-L1-P1
91578,R360-SIMPLICITY-BK,MA-G-15-L3
91602,R1091-8-WH-WH-TRI,B.12.L3
91617,R360-SIMPLICITY-L-BK,MA-G-16-L3
91627,TES-ELTK,MA-H-11-L2
91629,DEK-EVOII58-WH-DC,MA-G-14-L1
91641,R1147-WH-WH-60-RM,BOM
91804,VEN-VAD100,MA-H-11-L2
91833,R6079-BK-TRI-V1,E.17.L2
91893,SIN-7003,B.02.L1
91897,VEN-VAD100-6,MA-H-11-l2
91910,R1147-WH-WH-60-SA,BOM
91916,VEN-VAD125,MA-H-11-L2
91965,SKY1203BL,G.07.L2
91980,360-DR136MW,MA-G-15-L3
91983,VEN-V100Dkit,H.09.L2
92002,VEN-VAD125-6,MA-H-11-L2
92061,DEK-RONDOII58-WH,MA-G-15-L3
92126,VEN-SKY1203BL-L,G.07.L2
92135,R1147-WH-WH-60-PND,BOM
92169,DEK-XR150-BK,MA-F-12-L1-P1
92172,VEN-V150Dkit,MA-H-10-L2
92243,VEN-VAD150,H.09.L3
92263,R240ACB,MA-G-05-L2
92279,DEK-EVOII58-L-WH-DC,MA-G-13-L3
92309,VEN-VAD150-3,MA-H-11-L2
92326,VEN-PVPXHLX31WH,H.10.L2
92330,DEK-RUSSELL-BK-DC,MA-G-15-L2
92345,DEK-XR150-WH-L,MA-G-12-L1-P1
92433,PVPXHF200RD,MA-H-08-L2-P1
92437,VEN-SAH31WH,MA-H-10-L2
92475,VEN-WAL75DC,MA-G-16-L3-P1
92499,VEN-OLS250RD,MA-G-13-L1-P2
92550,R360-TRO54-MWWH,G.16.L1.P2
92555,VEN-DC31203-L-WH-WC,MA-G-15-L1
92561,VEN-PVPXHF200SQR,MA-H-07-L2
92575,VEN-OLSWURD,MA-G-13-L1-P1
92599,DEK-RCK,MA-H-11-L2
92610,VEN-DC31203-L-WH,MA-G-16-L2
92627,VEN-SKY1303,MA-G-16-L1
92645,VEN-DC31203-WH,MA-G-16-L2
92656,VEN-OVA250SQ,MA-H-07-L2
92670,VEN-SKY1303-WH-L,MA-G-16-L1
92679,R1147-WH-WH-60-TK,BOM
92682,VEN-OVAWUSQ,MA-H-07-L2
92695,VEN-DC31203-WH-WC,MA-G-16-L2
92707,VEN-SKY1503-WH,MA-G-16-L1
92733,VEN-SKY1503-WH-L,MA-G-16-L1
92779,VEN-PTBX200,MA-H-07-L2
92822,VEN-PTBX250,MA-H-07-L2
92931,VEN-PVPX150BLGP,H.09.L2
92970,R1147-WH-WH-60-TP,BOM
92988,VEN-PVPX150WHGP,MA-H-07-L3
93024,VEN-PVPX150WHSQGP,MA-H-10-L2-P2
93032,R9994-AL,G.01.L2
93070,VEN-PVPX200WH,MA-H-07-L2
93121,VEN-PVPX200WHLED,BOM
93153,VEN-PVPX200WHSQ,MA-H-10-L2
93200,DEK-RONDOII52-L-BK,MA-G-15-L3
93227,VEXTR-60,MA-G-12-L1-P1
93236,R1151-BK-CW-SUSP,A.13.L2.P2
93247,VEN-PVPX250WH,H.07.L2
93288,VEN-PVPX250WHLED,BOM
93315,R1161-WH-SUSP,A.12.L4
93350,VEN-PVPX250WHSQ,MA-H-08-L2-P1
93373,R9999-AL,MA-G-02-L2
93386,VEN-SPY1573-BK,MA-G-17-L3
93392,PVPX250,MA-H-10-L2
93409,VEN-PVPX250WHSQLED,BOM
93418,VEN-DCT0330,MA-H-10-L3-P1
93545,R2200-BK-CW-V1,D.08.L4
93688,9wBCWW-LED lamp,MA-F-12-L1-P1
93701,VXR90SPY-BK,MA-G-12-L1-P1
93765,VXR90SPY-WH,G.12.L1
93799,STARFR48,MA-H-11-L2
93811,VEN-UCFR,MA-H-11-L2
93841,V150GL,MA-H-11-L3-P2
93885,VEN-H4W,MA-H-10-L2
93891,9wBCCW-LED lamp,MA-F-12-L1-P1
93915,V125GL,MA-H-11-L2
93922,VEN-M2HDLXWH,H.10.L2
93935,R2202-BK-CW-V1,D.07.L3
93951,DEK-RONDOII52-BK,MA-G-15-L3
93981,R1204-WH-WW-2700K,C.12.L2
94083,DEK-RUSSELL-L-BK-DC,MA-G-15-L2
94109,VEXTR-90BL,MA-G-12-L1-P1
94155,VEXTR-90,MA-G-12-L1-P1
94281,VEN-M4HDLXWH,MA-H-10-L1
94322,360-BS21NA,MA-G-16-L3-P2
94419,RHA240SL,MA-G-05-L2
94463,VEN-GLA1303-BK,G.17.L1.P1
94478,VEN-H2W,MA-H-11-L1-P1
94565,VEN-GLA1203-BK,G.15.L1.P1
95024,DEK-INGRAM-BK-DC,MA-G-14-L3
95058,RAC240,MA-G-05-L2
95236,VEN-GLA1203-L-BK,G.15.L1.P2
95285,EXS AQUA67,G.02.L2
95433,SALSDF30,MA-H-11-L2
95435,R5020-WW,D.12.L2
95465,RSG4,Raoni's Office
95572,VEN-SPYLKBL-WW,MA-H-11-L3-P1
95643,360-MS21WH,MA-G-16-L3-P2
95664,DEK-55-191,MA-H-11-L3-P1
95681,VEN-GLA1303-L-BK,G.17.L1.P2
95753,AURORA-R32-7.1kW,BOM
95851,C-WMV-50HRFN8,MA-C-13-L1-P1
95868,CAL-CLA352-L-WH,MA-G-16-L2
95908,WMV-50HRFN8,MA-C-13-L1-P1
95954,VEN-VTROTIMER,MA-H-11-L2-P2
96031,C-WMV-35HRFN8,MA-C-12-L1-P2
96186,DEK-XR90-WH-L,MA-F-12-L1-P1
96233,Battery to suit R3540 R3570 Emergency - TRI,MA-PRODUCTION
96277,WMV-35HRFN8,MA-C-12-L1-P2
96408,AURORA-R32-3.5kW,MA-C-05-L3-P1
96434,Battery to suit R6240 Emergency,MA-PRODUCTION
96605,CAL-CLA352-WH,MA-G-16-L2
96619,R4103-WH-WW,A.05.L5.P2
96638,TRI 87500276,MA-OFFICE-AREA
96701,DEK-INGRAM-WH-DC,MA-G-11-L1-P1
96731,DEK-RUSSELL-WH-DC,MA-G-09-L1-P1
96758,DEK-RUSSELL-L-WH-DC,MA-G-09-L1-P2
96853,CAL-CLA348-L-WH,MA-G-16-L2
96947,EP-HYB-240-10,G.17.L2
96958,DEK-GLASS-ALBANY48,MA-F-12-L1-P1
97026,DEK-GLASS-ALBANY52,MA-F-12-L1-P1
97062,CAL-CLA348-WH,MA-G-16-L2
97097,WMV-25HRFN8,MA-D-05-L1-P2
97112,DEK-RONDO58-BK,G.14.L2
97269,DEK-RONDO58-L-BK,MA-G-14-L3
97392,DEK-RONDO58-L-WH,G.14.L2
97534,DEK-RONDO58-WH,MA-G-15-L3
97621,DEK-XR150-WH,MA-F-12-L1-P1
97895,DEK-INGRAM-L-WH-DC,MA-G-14-L1
98042,EP-HYB-RF-MOD,MA-G-17-L2
98952,VEXTR-120,MA-G-12-L1-P1
99517,R2352-CW-15-V2,A.05.L2
99637,VEN-V150FL,MA-H-11-L3-P2
99754,R2352-DL-10-V2,A.03.L1
99782,Battery to suit R3540 R3570 Emergency,MA-PRODUCTION
99791,VEN-SKY1503BL-L,G.07.L2
99869,VEN-INL150,MA-H-11-L3-P2
99878,RWB2,MA-G-05-L2
99929,VEN-MRSLF150T,MA-H-11-L3-P2
99970,R2352-DL-15-V2,A.05.L1
FA12BN,R360-ASPIRE-BN,G.16.L1.P2
ROMA48HSB22BK,DEK-ROMA48-L-BK,G.16.L2.P1
